"","name","layout","cmc","power","toughness","release_year","color_identity","text","text_num"
"9674","Combat Calligrapher","normal",4,3,3,1996,"['W']","Flying
Inklings can't attack you or planeswalkers you control.
Whenever a player attacks one of your opponents, that attacking player creates a tapped 2/1 white and black Inkling creature token with flying that's attacking that opponent.",237
"9675","Guardian Archon","normal",6,5,5,1996,"['W']","Flying
As Guardian Archon enters the battlefield, secretly choose an opponent.
Reveal the player you chose: You and target permanent you control each gain protection from the chosen player until end of turn. Activate only once.",227
"9676","Elite Spellbinder","normal",3,3,1,1996,"['W']","Flying
When Elite Spellbinder enters the battlefield, look at target opponent's hand. You may exile a nonland card from it. For as long as that card remains exiled, its owner may play it. A spell cast this way costs {2} more to cast.",233
"9677","Losheel, Clockwork Scholar","normal",3,2,4,1996,"['W']","Prevent all combat damage that would be dealt to attacking artifact creatures you control.
Whenever one or more artifact creatures enter the battlefield under your control, draw a card. This ability triggers only once each turn.",228
"9678","Digsite Engineer","normal",3,3,3,1996,"['W']","Whenever you cast an artifact spell, you may pay {2}. If you do, create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""",184
"9679","Angel of the Ruins","normal",7,5,7,1996,"['W']","Flying
When Angel of the Ruins enters the battlefield, exile up to two target artifacts and/or enchantments.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",239
"9680","Mavinda, Students' Advocate","normal",3,2,3,1996,"['W']","Flying
{0}: You may cast target instant or sorcery card from your graveyard this turn. If that spell doesn't target a creature you control, it costs {8} more to cast this way. If that spell would be put into your graveyard, exile it instead. Activate only once each turn. (You still pay the spell's costs. Timing rules for the spell still apply.)",346
"9681","Dream Strix","normal",3,3,2,1996,"['U']","Flying
When Dream Strix becomes the target of a spell, sacrifice it.
When Dream Strix dies, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",220
"9682","Archmage Emeritus","normal",4,2,2,1996,"['U']","Magecraft — Whenever you cast or copy an instant or sorcery spell, draw a card.",79
"9683","Octavia, Living Thesis","normal",10,8,8,1996,"['U']","This spell costs {8} less to cast if you have eight or more instant and/or sorcery cards in your graveyard.
Ward {8}
Magecraft — Whenever you cast or copy an instant or sorcery spell, target creature has base power and toughness 8/8 until end of turn.",251
"9684","Sly Instigator","normal",4,2,4,1996,"['U']","{U}, {T}: Until your next turn, target creature an opponent controls can't be blocked. Goad that creature. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)",217
"9685","Dazzling Sphinx","normal",5,4,5,1996,"['U']","Flying
Whenever Dazzling Sphinx deals combat damage to a player, that player exiles cards from the top of their library until they exile an instant or sorcery card. You may cast that card without paying its mana cost. Then that player puts the exiled cards that weren't cast this way on the bottom of their library in a random order.",333
"9686","Deekah, Fractal Theorist","normal",5,3,3,1996,"['U']","Magecraft — Whenever you cast or copy an instant or sorcery spell, create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it, where X is that spell's mana value.
{3}{U}: Target creature token can't be blocked this turn.",240
"9687","Spawning Kraken","normal",6,6,6,1996,"['U']","Whenever a Kraken, Leviathan, Octopus, or Serpent you control deals combat damage to a player, create a 9/9 blue Kraken creature token.",135
"9688","Curiosity Crafter","normal",4,3,3,1996,"['U']","Flying
You have no maximum hand size.
Whenever a creature token you control deals combat damage to a player, draw a card.",121
"9689","Oriq Loremage","normal",4,3,3,1996,"['B']","{T}: Search your library for a card, put it into your graveyard, then shuffle. If it's an instant or sorcery card, put a +1/+1 counter on Oriq Loremage.",152
"9690","Fain, the Broker","normal",3,3,3,1996,"['B']","{T}, Sacrifice a creature: Put two +1/+1 counters on target creature.
{T}, Remove a counter from a creature you control: Create a Treasure token.
{T}, Sacrifice an artifact: Create a 2/1 white and black Inkling creature token with flying.
{3}{B}: Untap Fain, the Broker.",270
"9691","Sedgemoor Witch","normal",3,3,2,1996,"['B']","Menace
Ward—Pay 3 life. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays 3 life.)
Magecraft — Whenever you cast or copy an instant or sorcery spell, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""",319
"9692","Keen Duelist","normal",2,2,2,1996,"['B']","At the beginning of your upkeep, you and target opponent each reveal the top card of your library. You each lose life equal to the mana value of the card revealed by the other player. You each put the card you revealed into your hand.",234
"9693","Callous Bloodmage","normal",3,2,1,1996,"['B']","When Callous Bloodmage enters the battlefield, choose one —
• Create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""
• You draw a card and you lose 1 life.
• Exile target player's graveyard.",233
"9694","Bold Plagiarist","normal",4,2,2,1996,"['B']","Flash
Whenever an opponent puts one or more counters on a creature they control, they put the same number and kind of counters on Bold Plagiarist.",146
"9695","Author of Shadows","normal",5,3,3,1996,"['B']","When Author of Shadows enters the battlefield, exile all opponents' graveyards. Choose a nonland card exiled this way. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any color to cast that spell.",254
"9696","Tivash, Gloom Summoner","normal",5,4,4,1996,"['B']","Lifelink
At the beginning of your end step, if you gained life this turn, you may pay X life, where X is the amount of life you gained this turn. If you do, create an X/X black Demon creature token with flying.",210
"9697","Marshland Bloodcaster","normal",5,3,5,1996,"['B']","Flying
{1}{B}, {T}: Rather than pay the mana cost of the next spell you cast this turn, you may pay life equal to that spell's mana value.",138
"9698","Veinwitch Coven","normal",3,3,3,1996,"['B']","Menace
Whenever you gain life, you may pay {B}. If you do, return target creature card from your graveyard to your hand.",120
"9699","Conspiracy Theorist","normal",2,2,2,1996,"['R']","Whenever Conspiracy Theorist attacks, you may pay {1} and discard a card. If you do, draw a card.
Whenever you discard one or more nonland cards, you may exile one of them from your graveyard. If you do, you may cast it this turn.",230
"9700","Efreet Flamepainter","normal",4,1,4,1996,"['R']","Double strike
Whenever Efreet Flamepainter deals combat damage to a player, you may cast target instant or sorcery card from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",235
"9701","Retriever Phoenix","normal",4,2,2,1996,"['R']","Flying, haste
When Retriever Phoenix enters the battlefield, if you cast it, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)
As long as Retriever Phoenix is in your graveyard, if you would learn, you may instead return Retriever Phoenix to the battlefield.",337
"9702","Rionya, Fire Dancer","normal",5,3,4,1996,"['R']","At the beginning of combat on your turn, create X tokens that are copies of another target creature you control, where X is one plus the number of instant and sorcery spells you've cast this turn. They gain haste. Exile them at the beginning of the next end step.",263
"9703","Radiant Performer","normal",5,2,2,1996,"['R']","Flash
When Radiant Performer enters the battlefield, if you cast it from your hand, choose target spell or ability that targets only a single permanent or player. Copy that spell or ability for each other permanent or player the spell or ability could target. Each copy targets a different one of those permanents and players.",326
"9704","Inferno Project","normal",7,0,0,1996,"['R']","Trample
Inferno Project enters the battlefield with X +1/+1 counters on it, where X is the total mana value of instant and sorcery cards in your graveyard.",155
"9705","Laelia, the Blade Reforged","normal",3,2,2,1996,"['R']","Haste
Whenever Laelia, the Blade Reforged attacks, exile the top card of your library. You may play that card this turn.
Whenever one or more cards are put into exile from your library and/or your graveyard, put a +1/+1 counter on Laelia.",238
"9706","Ruin Grinder","normal",6,7,4,1996,"['R']","Menace
When Ruin Grinder dies, each player may discard their hand and draw seven cards.
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",222
"9707","Audacious Reshapers","normal",3,3,3,1996,"['R']","{T}, Sacrifice an artifact: Reveal cards from the top of your library until you reveal an artifact card. Put that card onto the battlefield and the rest on the bottom of your library in a random order. Audacious Reshapers deals damage to you equal to the number of cards revealed this way.",289
"9708","Dragonsguard Elite","normal",2,2,2,1996,"['G']","Magecraft — Whenever you cast or copy an instant or sorcery spell, put a +1/+1 counter on Dragonsguard Elite.
{4}{G}{G}: Double the number of +1/+1 counters on Dragonsguard Elite.",179
"9709","Accomplished Alchemist","normal",4,2,5,1996,"['G']","{T}: Add one mana of any color.
{T}: Add X mana of any one color, where X is the amount of life you gained this turn.",117
"9710","Gnarled Professor","normal",4,5,4,1996,"['G']","Trample
When Gnarled Professor enters the battlefield, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",183
"9711","Yedora, Grave Gardener","normal",5,5,5,1996,"['G']","Whenever another nontoken creature you control dies, you may return it to the battlefield face down under its owner's control. It's a Forest land. (It has no other types or abilities.)",184
"9712","Blossoming Bogbeast","normal",5,3,3,1996,"['G']","Whenever Blossoming Bogbeast attacks, you gain 2 life. Then creatures you control gain trample and get +X/+X until end of turn, where X is the amount of life you gained this turn.",179
"9713","Ezzaroot Channeler","normal",6,4,6,1996,"['G']","Reach
Creature spells you cast cost {X} less to cast, where X is the amount of life you gained this turn.
{T}: You gain 2 life.",127
"9714","Sproutback Trudge","normal",9,9,7,1996,"['G']","This spell costs {X} less to cast, where X is the amount of life you gained this turn.
Trample
At the beginning of your end step, if you gained life this turn, you may cast Sproutback Trudge from your graveyard.",211
"9715","Ruxa, Patient Professor","normal",4,4,4,1996,"['G']","Whenever Ruxa, Patient Professor enters the battlefield or attacks, return target creature card with no abilities from your graveyard to your hand.
Creatures you control with no abilities get +1/+1.
You may have creatures you control with no abilities assign their combat damage as though they weren't blocked.",310
"9716","Guardian Augmenter","normal",3,2,2,1996,"['G']","Flash
Commander creatures you control get +2/+2.
Commanders you control have hexproof.",86
"9717","Silverquill Silencer","normal",2,3,2,1996,"['B', 'W']","As Silverquill Silencer enters the battlefield, choose a nonland card name.
Whenever an opponent casts a spell with the chosen name, they lose 3 life and you draw a card.",170
"9718","Daemogoth Titan","normal",4,11,10,1996,"['B', 'G']","Whenever Daemogoth Titan attacks or blocks, sacrifice a creature.",65
"9719","Manifestation Sage","normal",4,2,2,1996,"['G', 'U']","When Manifestation Sage enters the battlefield, create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it, where X is the number of cards in your hand.",172
"9720","Elemental Expressionist","normal",4,4,4,1996,"['R', 'U']","Magecraft — Whenever you cast or copy an instant or sorcery spell, choose target creature you control. Until end of turn, it gains ""If this creature would leave the battlefield, exile it instead of putting it anywhere else"" and ""When this creature is put into exile, create a 4/4 blue and red Elemental creature token."" (Each instance of that ability triggers separately.)",372
"9721","Venerable Warsinger","normal",3,3,3,1996,"['R', 'W']","Vigilance, trample
Whenever Venerable Warsinger deals combat damage to a player, you may return target creature card with mana value X or less from your graveyard to the battlefield, where X is the amount of damage Venerable Warsinger dealt to that player.",256
"9722","Blade Historian","normal",4,2,3,1996,"['R', 'W']","Attacking creatures you control have double strike.",51
"9723","Radiant Scrollwielder","normal",4,2,4,1996,"['R', 'W']","Instant and sorcery spells you control have lifelink.
At the beginning of your upkeep, exile an instant or sorcery card at random from your graveyard. You may cast it this turn. If a spell cast this way would be put into your graveyard, exile it instead.",254
"9724","Breena, the Demagogue","normal",3,1,3,1996,"['B', 'W']","Flying
Whenever a player attacks one of your opponents, if that opponent has more life than another of your opponents, that attacking player draws a card and you put two +1/+1 counters on a creature you control.",211
"9725","Felisa, Fang of Silverquill","normal",4,3,2,1996,"['B', 'W']","Flying
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Whenever a nontoken creature you control dies, if it had counters on it, create X tapped 2/1 white and black Inkling creature tokens with flying, where X is the number of counters it had on it.",309
"9726","Hofri Ghostforge","normal",5,4,5,1996,"['R', 'W']","Spirits you control get +1/+1 and have trample and haste.
Whenever another nontoken creature you control dies, exile it. If you do, create a token that's a copy of that creature, except it's a Spirit in addition to its other types and it has ""When this creature leaves the battlefield, return the exiled card to its owner's graveyard.""",335
"9727","Zaffai, Thunder Conductor","normal",4,1,4,1996,"['R', 'U']","Magecraft — Whenever you cast or copy an instant or sorcery spell, scry 1. If that spell's mana value is 5 or greater, create a 4/4 blue and red Elemental creature token. If that spell's mana value is 10 or greater, Zaffai, Thunder Conductor deals 10 damage to an opponent chosen at random.",290
"9728","Veyran, Voice of Duality","normal",3,2,2,1996,"['R', 'U']","Magecraft — Whenever you cast or copy an instant or sorcery spell, Veyran, Voice of Duality gets +1/+1 until end of turn.
If you casting or copying an instant or sorcery spell causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",283
"9729","Osgir, the Reconstructor","normal",4,4,4,1996,"['R', 'W']","Vigilance
{1}, Sacrifice an artifact: Target creature you control gets +2/+0 until end of turn.
{X}, {T}, Exile an artifact card with mana value X from your graveyard: Create two tokens that are copies of the exiled card. Activate only as a sorcery.",249
"9730","Alibou, Ancient Witness","normal",5,4,5,1996,"['R', 'W']","Other artifact creatures you control have haste.
Whenever one or more artifact creatures you control attack, Alibou, Ancient Witness deals X damage to any target and you scry X, where X is the number of tapped artifacts you control.",232
"9731","Willowdusk, Essence Seer","normal",3,3,3,1996,"['B', 'G']","{1}, {T}: Choose another target creature. Put a number of +1/+1 counters on it equal to the amount of life you gained this turn or the amount of life you lost this turn, whichever is greater. Activate only as a sorcery.",219
"9732","Gyome, Master Chef","normal",4,5,3,1996,"['B', 'G']","Trample
At the beginning of your end step, create a number of Food tokens equal to the number of nontoken creatures you had enter the battlefield under your control this turn.
{1}, Sacrifice a Food: Target creature gains indestructible until end of turn. Tap it.",262
"9733","Adrix and Nev, Twincasters","normal",4,2,2,1996,"['G', 'U']","Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
If one or more tokens would be created under your control, twice that many of those tokens are created instead.",248
"9734","Esix, Fractal Bloom","normal",6,4,4,1996,"['G', 'U']","Flying
The first time you would create one or more tokens during each of your turns, you may instead choose a creature other than Esix, Fractal Bloom and create that many tokens that are copies of that creature.",211
"9735","Shadrix Silverquill","normal",5,2,5,1996,"['B', 'W']","Flying, double strike
At the beginning of combat on your turn, you may choose two. Each mode must target a different player.
• Target player creates a 2/1 white and black Inkling creature token with flying.
• Target player draws a card and loses 1 life.
• Target player puts a +1/+1 counter on each creature they control.",321
"9736","Beledros Witherbloom","normal",7,4,4,1996,"['B', 'G']","Flying
At the beginning of each upkeep, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""
Pay 10 life: Untap all lands you control. Activate only once each turn.",209
"9737","Tanazir Quandrix","normal",5,4,4,1996,"['G', 'U']","Flying, trample
When Tanazir Quandrix enters the battlefield, double the number of +1/+1 counters on target creature you control.
Whenever Tanazir Quandrix attacks, you may have the base power and toughness of other creatures you control become equal to Tanazir Quandrix's power and toughness until end of turn.",311
"9738","Galazeth Prismari","normal",4,3,4,1996,"['R', 'U']","Flying
When Galazeth Prismari enters the battlefield, create a Treasure token.
Artifacts you control have ""{T}: Add one mana of any color. Spend this mana only to cast an instant or sorcery spell.""",197
"9739","Velomachus Lorehold","normal",7,5,5,1996,"['R', 'W']","Flying, vigilance, haste
Whenever Velomachus Lorehold attacks, look at the top seven cards of your library. You may cast an instant or sorcery spell with mana value less than or equal to Velomachus Lorehold's power from among them without paying its mana cost. Put the rest on the bottom of your library in a random order.",322
"9740","Codie, Vociferous Codex","normal",3,1,4,1996,"['B', 'G', 'R', 'U', 'W']","You can't cast permanent spells.
{4}, {T}: Add {W}{U}{B}{R}{G}. When you cast your next spell this turn, exile cards from the top of your library until you exile an instant or sorcery card with lesser mana value. Until end of turn, you may cast that card without paying its mana cost. Put each other card exiled this way on the bottom of your library in a random order.",369
"9741","Triplicate Titan","normal",9,9,9,1996,"","Flying, vigilance, trample
When Triplicate Titan dies, create a 3/3 colorless Golem artifact creature token with flying, a 3/3 colorless Golem artifact creature token with vigilance, and a 3/3 colorless Golem artifact creature token with trample.",246
"9742","Solitude","normal",5,3,2,1996,"['W']","Flash
Lifelink
When Solitude enters the battlefield, exile up to one other target creature. That creature's controller gains life equal to its power.
Evoke—Exile a white card from your hand.",190
"9743","Ranger-Captain of Eos","normal",3,3,3,1996,"['W']","When Ranger-Captain of Eos enters the battlefield, you may search your library for a creature card with mana value 1 or less, reveal it, put it into your hand, then shuffle.
Sacrifice Ranger-Captain of Eos: Your opponents can't cast noncreature spells this turn.",262
"9744","Sanctum Prelate","normal",3,2,2,1996,"['W']","As Sanctum Prelate enters the battlefield, choose a number.
Noncreature spells with mana value equal to the chosen number can't be cast.",136
"9745","Giver of Runes","normal",1,1,2,1996,"['W']","{T}: Another target creature you control gains protection from colorless or from the color of your choice until end of turn.",124
"9746","Sisay, Weatherlight Captain","normal",3,2,2,1996,"['B', 'G', 'R', 'U', 'W']","Sisay, Weatherlight Captain gets +1/+1 for each color among other legendary permanents you control.
{W}{U}{B}{R}{G}: Search your library for a legendary permanent card with mana value less than Sisay's power, put that card onto the battlefield, then shuffle.",258
"9747","Sanctifier en-Vec","normal",2,2,2,1996,"['W']","Protection from black and from red
When Sanctifier en-Vec enters the battlefield, exile all cards that are black or red from all graveyards.
If a black or red permanent, spell, or card not on the battlefield would be put into a graveyard, exile it instead.",256
"9748","Timeless Dragon","normal",5,5,5,1996,"['W']","Flying
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)
Eternalize {2}{W}{W} ({2}{W}{W}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Dragon with no mana cost. Eternalize only as a sorcery.)",331
"9749","King of the Pride","normal",3,2,1,1996,"['W']","Other Cats you control get +2/+1.",33
"9750","Subtlety","normal",4,3,3,1996,"['U']","Flash
Flying
When Subtlety enters the battlefield, choose up to one target creature spell or planeswalker spell. Its owner puts it on the top or bottom of their library.
Evoke—Exile a blue card from your hand.",209
"9751","Urza, Lord High Artificer","normal",4,1,4,1996,"['U']","When Urza, Lord High Artificer enters the battlefield, create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""
Tap an untapped artifact you control: Add {U}.
{5}: Shuffle your library, then exile the top card. Until end of turn, you may play that card without paying its mana cost.",345
"9752","Svyelun of Sea and Sky","normal",3,3,4,1996,"['U']","Svyelun of Sea and Sky has indestructible as long as you control at least two other Merfolk.
Whenever Svyelun attacks, draw a card.
Other Merfolk you control have ward {1}. (Whenever another Merfolk you control becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)",314
"9753","Rishadan Dockhand","normal",1,1,2,1996,"['U']","Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
{1}, {T}: Tap target land.",118
"9754","Faerie Seer","normal",1,1,1,1996,"['U']","Flying
When Faerie Seer enters the battlefield, scry 2.",55
"9755","Tribute Mage","normal",3,2,2,1996,"['U']","When Tribute Mage enters the battlefield, you may search your library for an artifact card with mana value 2, reveal that card, put it into your hand, then shuffle.",164
"9756","Grief","normal",4,3,2,1996,"['B']","Menace
When Grief enters the battlefield, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.
Evoke—Exile a black card from your hand.",185
"9757","Tourach, Dread Cantor","normal",2,2,1,1996,"['B']","Kicker {B}{B} (You may pay an additional {B}{B} as you cast this spell.)
Protection from white
Whenever an opponent discards a card, put a +1/+1 counter on Tourach, Dread Cantor.
When Tourach enters the battlefield, if it was kicked, target opponent discards two cards at random.",279
"9758","Dauthi Voidwalker","normal",2,3,2,1996,"['B']","Shadow (This creature can block or be blocked by only creatures with shadow.)
If a card would be put into an opponent's graveyard from anywhere, instead exile it with a void counter on it.
{T}, Sacrifice Dauthi Voidwalker: Choose an exiled card an opponent owns with a void counter on it. You may play it this turn without paying its mana cost.",344
"9759","Plague Engineer","normal",3,2,2,1996,"['B']","Deathtouch
As Plague Engineer enters the battlefield, choose a creature type.
Creatures of the chosen type your opponents control get -1/-1.",140
"9760","Changeling Outcast","normal",1,1,1,1996,"['B']","Changeling (This card is every creature type.)
Changeling Outcast can't block and can't be blocked.",99
"9761","Undead Augur","normal",2,2,2,1996,"['B']","Whenever Undead Augur or another Zombie you control dies, you draw a card and you lose 1 life.",94
"9762","Ragavan, Nimble Pilferer","normal",1,2,1,1996,"['R']","Whenever Ragavan, Nimble Pilferer deals combat damage to a player, create a Treasure token and exile the top card of that player's library. Until end of turn, you may cast that card.
Dash {1}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",364
"9763","Fury","normal",5,3,3,1996,"['R']","Double strike
When Fury enters the battlefield, it deals 4 damage divided as you choose among any number of target creatures and/or planeswalkers.
Evoke—Exile a red card from your hand.",185
"9764","Imperial Recruiter","normal",3,1,1,1996,"['R']","When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle.",157
"9765","Goblin Engineer","normal",2,1,2,1996,"['R']","When Goblin Engineer enters the battlefield, you may search your library for an artifact card, put it into your graveyard, then shuffle.
{R}, {T}, Sacrifice an artifact: Return target artifact card with mana value 3 or less from your graveyard to the battlefield.",263
"9766","Bloodbraid Marauder","normal",2,3,1,1996,"['R']","Bloodbraid Marauder can't block.
Delirium — This spell has cascade as long as there are four or more card types among cards in your graveyard. (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)",375
"9767","Breya's Apprentice","normal",3,2,3,1996,"['R']","When Breya's Apprentice enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.
{T}, Sacrifice an artifact: Choose one —
• Exile the top card of your library. Until the end of your next turn, you may play that card.
• Target creature gets +2/+0 until end of turn.",299
"9768","Endurance","normal",3,3,4,1996,"['G']","Flash
Reach
When Endurance enters the battlefield, up to one target player puts all the cards from their graveyard on the bottom of their library in a random order.
Evoke—Exile a green card from your hand.",205
"9769","Chatterfang, Squirrel General","normal",3,3,3,1996,"['B', 'G']","Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)
If one or more tokens would be created under your control, those tokens plus that many 1/1 green Squirrel creature tokens are created instead.
{B}, Sacrifice X Squirrels: Target creature gets +X/-X until end of turn.",307
"9770","Thrasta, Tempest's Roar","normal",12,7,7,1996,"['G']","This spell costs {3} less to cast for each other spell cast this turn.
Trample, haste
Trample over planeswalkers (This creature can deal excess combat damage to the controller of the planeswalker it's attacking.)
Thrasta, Tempest's Roar has hexproof as long as it entered the battlefield this turn.",298
"9771","Titania, Protector of Argoth","normal",5,5,3,1996,"['G']","When Titania, Protector of Argoth enters the battlefield, return target land card from your graveyard to the battlefield.
Whenever a land you control is put into a graveyard from the battlefield, create a 5/3 green Elemental creature token.",240
"9772","Ayula, Queen Among Bears","normal",2,2,2,1996,"['G']","Whenever another Bear enters the battlefield under your control, choose one —
• Put two +1/+1 counters on target Bear.
• Target Bear you control fights target creature you don't control.",186
"9773","Deep Forest Hermit","normal",5,1,1,1996,"['G']","Vanishing 3 (This creature enters the battlefield with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
When Deep Forest Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.
Squirrels you control get +1/+1.",315
"9774","Sanctum Weaver","normal",2,0,2,1996,"['G']","{T}: Add X mana of any one color, where X is the number of enchantments you control.",84
"9775","Aeve, Progenitor Ooze","normal",5,2,2,1996,"['G']","Storm (When you cast this spell, copy it for each spell cast before it this turn. Copies become tokens.)
Aeve, Progenitor Ooze isn't legendary if it's a token.
Aeve enters the battlefield with a +1/+1 counter on it for each other Ooze you control.",247
"9776","Llanowar Tribe","normal",3,3,3,1996,"['G']","{T}: Add {G}{G}{G}.",19
"9777","The First Sliver","normal",5,7,7,1996,"['B', 'G', 'R', 'U', 'W']","Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
Sliver spells you cast have cascade.",277
"9778","Ice-Fang Coatl","normal",2,1,1,1996,"['G', 'U']","Flash
Flying
When Ice-Fang Coatl enters the battlefield, draw a card.
Ice-Fang Coatl has deathtouch as long as you control at least three other snow permanents.",160
"9779","Master of Death","normal",3,3,1,1996,"['B', 'U']","When Master of Death enters the battlefield, surveil 2.
At the beginning of your upkeep, if Master of Death is in your graveyard, you may pay 1 life. If you do, return it to your hand.",184
"9780","Asmoranomardicadaistinaculdacar","normal",0,3,3,1996,"['B', 'R']","As long as you've discarded a card this turn, you may pay {B/R} to cast this spell.
When Asmoranomardicadaistinaculdacar enters the battlefield, you may search your library for a card named The Underworld Cookbook, reveal it, put it into your hand, then shuffle.
Sacrifice two Foods: Target creature deals 6 damage to itself.",325
"9781","Yusri, Fortune's Flame","normal",3,2,3,1996,"['R', 'U']","Flying
Whenever Yusri, Fortune's Flame attacks, choose a number between 1 and 5. Flip that many coins. For each flip you win, draw a card. For each flip you lose, Yusri deals 2 damage to you. If you won five flips this way, you may cast spells from your hand this turn without paying their mana costs.",301
"9782","Carth the Lion","normal",4,3,5,1996,"['B', 'G']","Whenever Carth the Lion enters the battlefield or a planeswalker you control dies, look at the top seven cards of your library. You may reveal a planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
Planeswalkers' loyalty abilities you activate cost an additional +1 to activate.",348
"9783","Piru, the Volatile","normal",8,7,7,1996,"['B', 'R', 'W']","Flying, lifelink
At the beginning of your upkeep, sacrifice Piru, the Volatile unless you pay {R}{W}{B}.
When Piru dies, it deals 7 damage to each nonlegendary creature.",169
"9784","Ingenious Infiltrator","normal",4,2,3,1996,"['B', 'U']","Ninjutsu {U}{B} ({U}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever a Ninja you control deals combat damage to a player, draw a card.",222
"9785","Lavabelly Sliver","normal",3,2,2,1996,"['R', 'W']","Sliver creatures you control have ""When this creature enters the battlefield, it deals 1 damage to target player or planeswalker and you gain 1 life.""",150
"9786","Soulherder","normal",3,1,1,1996,"['U', 'W']","Whenever a creature is exiled from the battlefield, put a +1/+1 counter on Soulherder.
At the beginning of your end step, you may exile another target creature you control, then return that card to the battlefield under its owner's control.",240
"9787","Scion of Draco","normal",12,4,4,1996,"","Domain — This spell costs {2} less to cast for each basic land type among lands you control.
Flying
Each creature you control has vigilance if it's white, hexproof if it's blue, lifelink if it's black, first strike if it's red, and trample if it's green.",254
"9788","Zabaz, the Glimmerwasp","normal",1,0,0,1996,"['R', 'W']","Modular 1
If a modular triggered ability would put one or more +1/+1 counters on a creature you control, that many plus one +1/+1 counters are put on it instead.
{R}: Destroy target artifact you control.
{W}: Zabaz, the Glimmerwasp gains flying until end of turn.",263
"9789","Diamond Lion","normal",2,2,2,1996,"","{T}, Discard your hand, Sacrifice Diamond Lion: Add three mana of any one color. Activate only as an instant.",109
"9790","Academy Manufactor","normal",3,1,3,1996,"","If you would create a Clue, Food, or Treasure token, instead create one of each.",80
"9791","Universal Automaton","normal",1,1,1,1996,"","Changeling (This card is every creature type.)",46
"9792","Demilich","normal",4,4,3,1996,"['U']","This spell costs {U} less to cast for each instant and sorcery spell you've cast this turn.
Whenever Demilich attacks, exile up to one target instant or sorcery card from your graveyard. Copy it. You may cast the copy.
You may cast Demilich from your graveyard by exiling four instant and/or sorcery cards from your graveyard in addition to paying its other costs.",364
"9793","Icingdeath, Frost Tyrant","normal",4,4,3,1996,"['W']","Flying, vigilance
When Icingdeath, Frost Tyrant dies, create Icingdeath, Frost Tongue, a legendary white Equipment artifact token with ""Equipped creature gets +2/+0,"" ""Whenever equipped creature attacks, tap target creature defending player controls,"" and equip {2}.",266
"9794","Flumph","normal",2,0,4,1996,"['W']","Defender, flying
Whenever Flumph is dealt damage, you and target opponent each draw a card.",91
"9795","Loyal Warhound","normal",2,3,1,1996,"['W']","Vigilance
When Loyal Warhound enters the battlefield, if an opponent controls more lands than you, search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle.",193
